designer_id	designer_name	yoyo_id	primary_store
9655	Stephen Johnson	designer-stephen-johnson	yv
9656	Steuart Padwick	designer-steuart-padwick	yv
9657	Steve McGugan	designer-steve-mcgugan	yv
9658	Stig Ahlstrom	designer-stig-ahlstrom	yv
9659	Studio 28	designer-studio-28	yv
9660	Studio 7.5	designer-studio-7-5	yv
9661	SAQ / Studio Arne Quinze	designer-studio-arne-quinze	yv
9662	Studio Kronos	designer-studio-kronos	yv
9663	Studio Murmur	designer-studio-murmur	yv
9664	Studio Van Eijk &amp; Van Der Lubbe	designer-studio-van-eijk-and-van-der-lubbe	yv
9665	Sybilla	designer-sybilla	yv
9666	Takeshi Ishiguro		
9667	Tassilo Von Grolman	designer-tassilo-von-grolman	yv
9668	Terence Conran	designer-terence-conran	yv
9669	Thea Mehl	designer-thea-mehl	yv
9670	Thomas Paul	designer-thomas-paul	yv
9671	Tias Eckhoff		
9672	Timo Sarpaneva	designer-timo-sarpaneva	yv
9673	Tofer Chin		
9674	Tom Devesto	designer-tom-devesto	yv
9675	Tom Newhouse	designer-tom-newhouse	yv
9676	Tom Stepp	designer-tom-stepp	yv
9677	Tools Design	designer-tools-design	yv
9678	Torben Rasmussen		
9679	Trine Andersen	designer-trine-andersen	yv
9680	Trine Peter Find		
9681	Ufficio Tecnico	designer-ufficio-tecnico	yv
9682	Ulf Hanses	designer-ulf-hanses	yv
9683	Ulik	designer-ulik	yv
9684	Ulla Christiansson	designer-ulla-christiansson	yv
9685	Donato D&#039;Urbino and Paolo Lomazzi	designer-urbano-lomazzi	yv
9686	Ute Schniedermann	designer-ute-schniedermann	yv
9687	Valerie Bergeron	designer-valerie-bergeron	yv
9688	Van Keppel-Green	designer-van-keppel-green	yv
9689	Veronique Maire	designer-veronique-maire	yv
9690	Vicente Garcia Jiminez		
9691	Vincent Van Duysen		
9692	Vittorio Livi	designer-vittorio-livi	yv
9693	Ward Bennett	designer-ward-bennett	yv
9694	Warren Platner	designer-warren-platner	yv
9695	Wendy Boudewijns	designer-wendy-boudewijns	yv
9696	Wiebe Teertstra	designer-wiebe-teertstra	yv
9697	Willem Noyons	designer-willem-noyons	yv
9698	WilliamsSorel	designer-williams-sorel	yv
9699	Wolfgang Sirch	designer-wolfgang-sirch	yv
9700	Xano Armenter	designer-xano-armenter	yv
9701	Xucla &amp; Alemany	designer-xucla-and-alemany	yv
9702	Yan Song Ma	designer-yan-song-ma	yv
9703	Yoji Ishii And Yasuyuki Ikeda	designer-yoji-ishii-and-yasuyuki-ikeda	yv
9704	Yuen&#039;to Design		
9705	Yung Ho Chang	designer-yung-ho-chang	yv
9706	Zaha Hadid	designer-zaha-hadid	yv
9707	Emma Woffenden	emma-woffenden	yv
9709	Estudio Campana	estudio-campana	yv
9710	Hella Jongerius	hella-jongerius	yv
9712	Ronan Bouroullec		
9713	Studio Tord Boontje	studio-tord-boontje	yv
11166	Phoenix Design 	designer-phoenix-design	yb
11236	Cecilie Manz		
11243	Marco Bisenzi		
11244	Jamie Beriestain		
11245	Werner Aisslinger		
12456	Pablo Studio		
12615	Antonio Bongio		
12616	Marco Poletti	designer-marco-poletti	yb
12642	Yonoh Studio	designer-yonoh-studio	yv
12764	Angelo Mangiarotti		
12765	Barbara Maggiolo	designer-barbara-maggiolo	yl
12766	Matthias Hickl		
12767	Romani Saccani Architecture Association		
12768	Luciano Vistosi		
12769	Emmanuel Babled	designer-emmanuel-babled	yl
14011	Michael Anastassiades		
